date,rank,song_title,artist
2021-02-27,69,La Noche de Anoche,Bad Bunny 
2021-02-27,70,No More Parties,Coi Leray 
2021-02-27,71,Somebody's Problem,Morgan Wallen
2021-02-27,72,Momma's House,Dustin Lynch
2021-02-27,73,Hell Of A View,Eric Church
2021-02-27,74,Heartbreak Anniversary,Giveon
2021-02-27,75,Neighbors,Pooh Shiesty 
2021-02-27,76,Lifestyle,Jason Derulo 
2021-02-27,77,So Done,The Kid LAROI
2021-02-27,78,Somebody Like That,Tenille Arts
2021-02-27,79,Finesse Out The Gang Way,Lil Durk 
2021-02-27,80,Masterpiece,DaBaby
2021-02-27,81,Moonwalking In Calabasas,DDG
2021-02-27,82,Bandido,Myke Towers 
2021-02-27,83,Happy Does,Kenny Chesney
2021-02-27,84,Cover Me Up,Morgan Wallen
2021-02-27,85,You Got It,VEDO
2021-02-27,86,One Too Many,Keith Urban Duet With P!nk
2021-02-27,87,Still Trappin',Lil Durk 
2021-02-27,88,Pick Up Your Feelings,Jazmine Sullivan
2021-02-27,89,"Big, Big Plans",Chris Lane
2021-02-27,90,Drankin N Smokin,Future 
2021-02-27,91,Monster,Shawn Mendes 
2021-02-27,92,Bichota,Karol G
2021-02-27,93,Glad You Exist,Dan + Shay
2021-02-27,94,Quicksand,Morray
2021-02-27,95,Like I Want You,Giveon
2021-02-27,96,Almost Maybes,Jordan Davis
2021-02-27,97,Back To The Streets,Saweetie 
2021-02-27,98,Bad Boy,Juice WRLD 
2021-02-27,99,Opp Stoppa,YBN Nahmir 
2021-02-27,100,How They Remember You,Rascal Flatts
2021-03-06,1,Drivers License,Olivia Rodrigo
2021-03-06,2,Up,Cardi B
2021-03-06,3,Go Crazy,Chris Brown 
2021-03-06,4,34+35,Ariana Grande
2021-03-06,5,Blinding Lights,The Weeknd
2021-03-06,6,Save Your Tears,The Weeknd
2021-03-06,7,Mood,24kGoldn 
2021-03-06,8,Calling My Phone,Lil Tjay 
2021-03-06,9,Positions,Ariana Grande
2021-03-06,10,Levitating,Dua Lipa 
2021-03-06,11,What You Know Bout Love,Pop Smoke
2021-03-06,12,Therefore I Am,Billie Eilish
2021-03-06,13,Back In Blood,Pooh Shiesty 
2021-03-06,14,Whoopty,CJ
2021-03-06,15,For The Night,Pop Smoke 
2021-03-06,16,Dakiti,Bad Bunny 
2021-03-06,17,Good Days,SZA
2021-03-06,18,I Hope,Gabby Barrett 
2021-03-06,19,You're Mines Still,Yung Bleu 
2021-03-06,20,Better Together,Luke Combs
2021-03-06,21,You Broke Me First.,Tate McRae
2021-03-06,22,Streets,Doja Cat
2021-03-06,23,On Me,Lil Baby
2021-03-06,24,My Ex's Best Friend,Machine Gun Kelly 
2021-03-06,25,Good Time,Niko Moon
2021-03-06,26,Throat Baby (Go Baby),BRS Kash
2021-03-06,27,Holy,Justin Bieber 
2021-03-06,28,Best Friend,Saweetie 
2021-03-06,29,Willow,Taylor Swift
2021-03-06,30,Lonely,Justin Bieber 
2021-03-06,31,Bang!,AJR
2021-03-06,32,No More Parties,Coi Leray 
2021-03-06,33,Anyone,Justin Bieber
2021-03-06,34,Lemonade,Internet Money 
2021-03-06,35,Just The Way,Parmalee 
2021-03-06,36,Put Your Records On,Ritt Momney
2021-03-06,37,Down To One,Luke Bryan
2021-03-06,38,Without You,The Kid LAROI
2021-03-06,39,Laugh Now Cry Later,Drake 
2021-03-06,40,Starting Over,Chris Stapleton
2021-03-06,41,Body,Megan Thee Stallion
2021-03-06,42,Cry Baby,Megan Thee Stallion 
2021-03-06,43,Time Today,Moneybagg Yo
2021-03-06,44,What's Your Country Song,Thomas Rhett
2021-03-06,45,Damage,H.E.R.
2021-03-06,46,Beers And Sunshine,Darius Rucker
2021-03-06,47,Beat Box,SpotemGottem 
2021-03-06,48,The Good Ones,Gabby Barrett
2021-03-06,49,We're Good,Dua Lipa
2021-03-06,50,Dynamite,BTS
2021-03-06,51,Buss It,Erica Banks
2021-03-06,52,Wasted On You,Morgan Wallen
2021-03-06,53,Clouds,NF
2021-03-06,54,Telepatia,Kali Uchis
2021-03-06,55,Monsters,All Time Low 
2021-03-06,56,Goosebumps,Travis Scott 
2021-03-06,57,Golden,Harry Styles
2021-03-06,58,La Noche de Anoche,Bad Bunny 
2021-03-06,59,My Head And My Heart,Ava Ma
2021-03-06,60,Long Live,Florida Georgia Line
2021-03-06,61,Test Drive,Ariana Grande
2021-03-06,62,Astronaut In The Ocean,Masked Wolf
2021-03-06,63,Heartbreak Anniversary,Giveon
2021-03-06,64,Sand In My Boots,Morgan Wallen
2021-03-06,65,Heat Waves,Glass Animals
2021-03-06,66,Lady,Brett Young
2021-03-06,67,Hit Bout It,Lil Yachty 
2021-03-06,68,Forever After All,Luke Combs
2021-03-06,69,Hole In The Bottle,Kelsea Ballerini
2021-03-06,70,Tyler Herro,Jack Harlow
2021-03-06,71,Girl Like Me,Black Eyed Peas 
2021-03-06,72,Finesse Out The Gang Way,Lil Durk 
2021-03-06,73,Hell Of A View,Eric Church
2021-03-06,74,Lifestyle,Jason Derulo 
2021-03-06,75,Momma's House,Dustin Lynch
2021-03-06,76,Masterpiece,DaBaby
2021-03-06,77,Somebody Like That,Tenille Arts
2021-03-06,78,Opp Stoppa,YBN Nahmir 
2021-03-06,79,Neighbors,Pooh Shiesty 
2021-03-06,80,Somebody's Problem,Morgan Wallen
2021-03-06,81,You Got It,VEDO
2021-03-06,82,Bandido,Myke Towers 
2021-03-06,83,Moonwalking In Calabasas,DDG
2021-03-06,84,Drankin N Smokin,Future 
2021-03-06,85,One Too Many,Keith Urban Duet With P!nk
2021-03-06,86,Still Trappin',Lil Durk 
2021-03-06,87,Quicksand,Morray
2021-03-06,88,Chicken Tendies,Clinton Kane
2021-03-06,89,Pick Up Your Feelings,Jazmine Sullivan
2021-03-06,90,ZaZa,6i
2021-03-06,91,Almost Maybes,Jordan Davis
2021-03-06,92,Made For You,Jake Owen
2021-03-06,93,Glad You Exist,Dan + Shay
2021-03-06,94,Afterglow,Ed Sheeran
2021-03-06,95,Cover Me Up,Morgan Wallen
2021-03-06,96,The Business,Tiesto
2021-03-06,97,Hello,Pop Smoke 
2021-03-06,98,Monster,Shawn Mendes 
2021-03-06,99,Track Star,Mooski
2021-03-06,100,Like I Want You,Giveon
2021-03-13,1,Drivers License,Olivia Rodrigo
2021-03-13,2,Up,Cardi B
2021-03-13,3,Blinding Lights,The Weeknd
2021-03-13,4,34+35,Ariana Grande
2021-03-13,5,Go Crazy,Chris Brown 
2021-03-13,6,Save Your Tears,The Weeknd
2021-03-13,7,Mood,24kGoldn 
2021-03-13,8,Calling My Phone,Lil Tjay 
2021-03-13,9,What You Know Bout Love,Pop Smoke
2021-03-13,10,Levitating,Dua Lipa 
2021-03-13,11,Positions,Ariana Grande
2021-03-13,12,Therefore I Am,Billie Eilish
2021-03-13,13,Back In Blood,Pooh Shiesty 
2021-03-13,14,For The Night,Pop Smoke 
2021-03-13,15,Beat Box,SpotemGottem 
2021-03-13,16,Dakiti,Bad Bunny 
2021-03-13,17,You Broke Me First.,Tate McRae
2021-03-13,18,Whoopty,CJ
2021-03-13,19,You're Mines Still,Yung Bleu 
2021-03-13,20,Good Time,Niko Moon
2021-03-13,21,My Ex's Best Friend,Machine Gun Kelly 
2021-03-13,22,Best Friend,Saweetie 
2021-03-13,23,Good Days,SZA
2021-03-13,24,I Hope,Gabby Barrett 
2021-03-13,25,On Me,Lil Baby
2021-03-13,26,Streets,Doja Cat
2021-03-13,27,Better Together,Luke Combs
2021-03-13,28,Throat Baby (Go Baby),BRS Kash
2021-03-13,29,Holy,Justin Bieber 
2021-03-13,30,Put Your Records On,Ritt Momney
2021-03-13,31,Anyone,Justin Bieber
2021-03-13,32,Willow,Taylor Swift
2021-03-13,33,Just The Way,Parmalee 
2021-03-13,34,Without You,The Kid LAROI
2021-03-13,35,Bang!,AJR
2021-03-13,36,Down To One,Luke Bryan
2021-03-13,37,No More Parties,Coi Leray 
2021-03-13,38,Lemonade,Internet Money 
2021-03-13,39,Telepatia,Kali Uchis
2021-03-13,40,The Good Ones,Gabby Barrett
2021-03-13,41,Lonely,Justin Bieber 
2021-03-13,42,Cry Baby,Megan Thee Stallion 
2021-03-13,43,Dynamite,BTS
2021-03-13,44,What's Your Country Song,Thomas Rhett
2021-03-13,45,My Head And My Heart,Ava Ma
2021-03-13,46,Damage,H.E.R.
2021-03-13,47,Laugh Now Cry Later,Drake 
2021-03-13,48,Starting Over,Chris Stapleton
2021-03-13,49,Astronaut In The Ocean,Masked Wolf
2021-03-13,50,Time Today,Moneybagg Yo
2021-03-13,51,We're Good,Dua Lipa
2021-03-13,52,Long Live,Florida Georgia Line
2021-03-13,53,Beers And Sunshine,Darius Rucker
2021-03-13,54,Heartbreak Anniversary,Giveon
2021-03-13,55,Monsters,All Time Low 
2021-03-13,56,Body,Megan Thee Stallion
2021-03-13,57,Buss It,Erica Banks
2021-03-13,58,Goosebumps,Travis Scott 
2021-03-13,59,Golden,Harry Styles
2021-03-13,60,Lady,Brett Young
2021-03-13,61,Heat Waves,Glass Animals
2021-03-13,62,Wasted On You,Morgan Wallen
2021-03-13,63,La Noche de Anoche,Bad Bunny 
2021-03-13,64,AP,Pop Smoke
2021-03-13,65,Forever After All,Luke Combs
2021-03-13,66,Track Star,Mooski
2021-03-13,67,Momma's House,Dustin Lynch
2021-03-13,68,Sand In My Boots,Morgan Wallen
2021-03-13,69,Girl Like Me,Black Eyed Peas 
2021-03-13,70,Hell Of A View,Eric Church
2021-03-13,71,Lifestyle,Jason Derulo 
2021-03-13,72,Masterpiece,DaBaby
2021-03-13,73,Somebody Like That,Tenille Arts
2021-03-13,74,Only Wanna Be With You,Post Malone
2021-03-13,75,One Too Many,Keith Urban Duet With P!nk
2021-03-13,76,Neighbors,Pooh Shiesty 
2021-03-13,77,You Got It,VEDO
2021-03-13,78,Tyler Herro,Jack Harlow
2021-03-13,79,Finesse Out The Gang Way,Lil Durk 
2021-03-13,80,Opp Stoppa,YBN Nahmir 
2021-03-13,81,The Business,Tiesto
2021-03-13,82,Bandido,Myke Towers 
2021-03-13,83,Quicksand,Morray
2021-03-13,84,Almost Maybes,Jordan Davis
2021-03-13,85,Hello,Pop Smoke 
2021-03-13,86,Still Trappin',Lil Durk 
2021-03-13,87,Moonwalking In Calabasas,DDG
2021-03-13,88,Made For You,Jake Owen
2021-03-13,89,Hole In The Bottle,Kelsea Ballerini
2021-03-13,90,Drunk (And I Don't Wanna Go Home),Elle King 
2021-03-13,91,Glad You Exist,Dan + Shay
2021-03-13,92,Breaking Up Was Easy In The 90's,Sam Hunt
2021-03-13,93,Somebody's Problem,Morgan Wallen
2021-03-13,94,Drankin N Smokin,Future 
2021-03-13,95,Pick Up Your Feelings,Jazmine Sullivan
2021-03-13,96,Nobody,Dylan Scott
2021-03-13,97,Cover Me Up,Morgan Wallen
2021-03-13,98,Like I Want You,Giveon
2021-03-13,99,Gone,Dierks Bentley
2021-03-13,100,Bichota,Karol G
2021-03-20,1,What's Next,Drake
2021-03-20,2,Wants And Needs,Drake 
2021-03-20,3,Lemon Pepper Freestyle,Drake 
2021-03-20,4,Leave The Door Open,Silk Sonic (Bruno Mars 
2021-03-20,5,Drivers License,Olivia Rodrigo
2021-03-20,6,Up,Cardi B
2021-03-20,7,Save Your Tears,The Weeknd
2021-03-20,8,Blinding Lights,The Weeknd
2021-03-20,9,34+35,Ariana Grande
2021-03-20,10,Mood,24kGoldn 
2021-03-20,11,Go Crazy,Chris Brown 
2021-03-20,12,What You Know Bout Love,Pop Smoke
2021-03-20,13,Levitating,Dua Lipa 
2021-03-20,14,Calling My Phone,Lil Tjay 
2021-03-20,15,Positions,Ariana Grande
2021-03-20,16,Back In Blood,Pooh Shiesty 
2021-03-20,17,Therefore I Am,Billie Eilish
2021-03-20,18,Streets,Doja Cat
2021-03-20,19,Good Days,SZA
2021-03-20,20,You Broke Me First.,Tate McRae
2021-03-20,21,You're Mines Still,Yung Bleu 
2021-03-20,22,Best Friend,Saweetie 
2021-03-20,23,Dakiti,Bad Bunny 
2021-03-20,24,For The Night,Pop Smoke 
2021-03-20,25,Beat Box,SpotemGottem 
2021-03-20,26,Hold On,Justin Bieber
2021-03-20,27,On Me,Lil Baby
2021-03-20,28,My Ex's Best Friend,Machine Gun Kelly 
2021-03-20,29,Whoopty,CJ
2021-03-20,30,What's Your Country Song,Thomas Rhett
2021-03-20,31,Just The Way,Parmalee 
2021-03-20,32,The Good Ones,Gabby Barrett
2021-03-20,33,Good Time,Niko Moon
2021-03-20,34,Real As It Gets,Lil Baby 
2021-03-20,35,Put Your Records On,Ritt Momney
2021-03-20,36,Better Together,Luke Combs
2021-03-20,37,Astronaut In The Ocean,Masked Wolf
2021-03-20,38,Anyone,Justin Bieber
2021-03-20,39,No More Parties,Coi Leray 
2021-03-20,40,Telepatia,Kali Uchis
2021-03-20,41,Starting Over,Chris Stapleton
2021-03-20,42,Willow,Taylor Swift
2021-03-20,43,Dynamite,BTS
2021-03-20,44,Without You,The Kid LAROI
2021-03-20,45,Cry Baby,Megan Thee Stallion 
2021-03-20,46,Throat Baby (Go Baby),BRS Kash
2021-03-20,47,My Head And My Heart,Ava Ma
2021-03-20,48,Down To One,Luke Bryan
2021-03-20,49,Holy,Justin Bieber 
2021-03-20,50,Damage,H.E.R.
2021-03-20,51,Long Live,Florida Georgia Line
2021-03-20,52,Heartbreak Anniversary,Giveon
2021-03-20,53,Time Today,Moneybagg Yo
2021-03-20,54,Beautiful Mistakes,Maroon 5 
2021-03-20,55,Lady,Brett Young
2021-03-20,56,We're Good,Dua Lipa
2021-03-20,57,Heat Waves,Glass Animals
2021-03-20,58,Goosebumps,Travis Scott 
2021-03-20,59,Monsters,All Time Low 
2021-03-20,60,Track Star,Mooski
2021-03-20,61,Buss It,Erica Banks
2021-03-20,62,Momma's House,Dustin Lynch
2021-03-20,63,Body,Megan Thee Stallion
2021-03-20,64,Wasted On You,Morgan Wallen
2021-03-20,65,Golden,Harry Styles
2021-03-20,66,La Noche de Anoche,Bad Bunny 
2021-03-20,67,Forever After All,Luke Combs
2021-03-20,68,Hell Of A View,Eric Church
2021-03-20,69,Beers And Sunshine,Darius Rucker
2021-03-20,70,Girl Like Me,Black Eyed Peas 
2021-03-20,71,Somebody Like That,Tenille Arts
2021-03-20,72,Sand In My Boots,Morgan Wallen
2021-03-20,73,Masterpiece,DaBaby
2021-03-20,74,Hellcats & Trackhawks,Lil Durk
2021-03-20,75,You Got It,VEDO
2021-03-20,76,One Too Many,Keith Urban Duet With P!nk
2021-03-20,77,The Business,Tiesto
2021-03-20,78,Almost Maybes,Jordan Davis
2021-03-20,79,Quicksand,Morray
2021-03-20,80,Made For You,Jake Owen
2021-03-20,81,Lifestyle,Jason Derulo 
2021-03-20,82,Breaking Up Was Easy In The 90's,Sam Hunt
2021-03-20,83,Bandido,Myke Towers 
2021-03-20,84,Hello,Pop Smoke 
2021-03-20,85,Pick Up Your Feelings,Jazmine Sullivan
2021-03-20,86,Opp Stoppa,YBN Nahmir 
2021-03-20,87,Neighbors,Pooh Shiesty 
2021-03-20,88,Glad You Exist,Dan + Shay
2021-03-20,89,Nobody,Dylan Scott
2021-03-20,90,Drankin N Smokin,Future 
2021-03-20,91,Finesse Out The Gang Way,Lil Durk 
2021-03-20,92,Still Trappin',Lil Durk 
2021-03-20,93,Moonwalking In Calabasas,DDG
2021-03-20,94,Tyler Herro,Jack Harlow
2021-03-20,95,Somebody's Problem,Morgan Wallen
2021-03-20,96,Cover Me Up,Morgan Wallen
2021-03-20,97,Life's A Mess II,"Juice WRLD, Clever "
2021-03-20,98,Gone,Dierks Bentley
2021-03-20,99,AP,Pop Smoke
2021-03-20,100,Lil Bit,Nelly 
2021-03-27,1,Up,Cardi B
2021-03-27,2,Leave The Door Open,Silk Sonic (Bruno Mars 
2021-03-27,3,Drivers License,Olivia Rodrigo
2021-03-27,4,What's Next,Drake
2021-03-27,5,Save Your Tears,The Weeknd
2021-03-27,6,Blinding Lights,The Weeknd
2021-03-27,7,Levitating,Dua Lipa 
2021-03-27,8,Mood,24kGoldn 
2021-03-27,9,34+35,Ariana Grande
2021-03-27,10,Wants And Needs,Drake 
2021-03-27,11,Go Crazy,Chris Brown 
2021-03-27,12,What You Know Bout Love,Pop Smoke
2021-03-27,13,Calling My Phone,Lil Tjay 
2021-03-27,14,Back In Blood,Pooh Shiesty 
2021-03-27,15,Therefore I Am,Billie Eilish
2021-03-27,16,Streets,Doja Cat
2021-03-27,17,Positions,Ariana Grande
2021-03-27,18,You're Mines Still,Yung Bleu 
2021-03-27,19,You Broke Me First.,Tate McRae
2021-03-27,20,Beat Box,SpotemGottem 
2021-03-27,21,Best Friend,Saweetie 
2021-03-27,22,Dakiti,Bad Bunny 
2021-03-27,23,On Me,Lil Baby
2021-03-27,24,For The Night,Pop Smoke 
2021-03-27,25,Astronaut In The Ocean,Masked Wolf
2021-03-27,26,No More Parties,Coi Leray 
2021-03-27,27,Good Days,SZA
2021-03-27,28,My Ex's Best Friend,Machine Gun Kelly 
2021-03-27,29,What's Your Country Song,Thomas Rhett
2021-03-27,30,Heartbreak Anniversary,Giveon
2021-03-27,31,Lemon Pepper Freestyle,Drake 
2021-03-27,32,Put Your Records On,Ritt Momney
2021-03-27,33,The Good Ones,Gabby Barrett
2021-03-27,34,Dynamite,BTS
2021-03-27,35,Starting Over,Chris Stapleton
2021-03-27,36,Street Runner,Rod Wave
2021-03-27,37,Anyone,Justin Bieber
2021-03-27,38,Just The Way,Parmalee 
2021-03-27,39,Willow,Taylor Swift
2021-03-27,40,Without You,The Kid LAROI
2021-03-27,41,Good Time,Niko Moon
2021-03-27,42,Cry Baby,Megan Thee Stallion 
2021-03-27,43,Telepatia,Kali Uchis
2021-03-27,44,Better Together,Luke Combs
2021-03-27,45,Whoopty,CJ
2021-03-27,46,My Head And My Heart,Ava Ma
2021-03-27,47,Beautiful Mistakes,Maroon 5 
2021-03-27,48,Damage,H.E.R.
2021-03-27,49,Long Live,Florida Georgia Line
2021-03-27,50,Throat Baby (Go Baby),BRS Kash
2021-03-27,51,Time Today,Moneybagg Yo
2021-03-27,52,We're Good,Dua Lipa
2021-03-27,53,Down To One,Luke Bryan
2021-03-27,54,Lady,Brett Young
2021-03-27,55,Track Star,Mooski
2021-03-27,56,Heat Waves,Glass Animals
2021-03-27,57,Goosebumps,Travis Scott 
2021-03-27,58,Real As It Gets,Lil Baby 
2021-03-27,59,Hold On,Justin Bieber
2021-03-27,60,Monsters,All Time Low 
2021-03-27,61,Forever After All,Luke Combs
2021-03-27,62,Buss It,Erica Banks
2021-03-27,63,Hell Of A View,Eric Church
2021-03-27,64,Body,Megan Thee Stallion
2021-03-27,65,Momma's House,Dustin Lynch
2021-03-27,66,Wasted On You,Morgan Wallen
2021-03-27,67,Somebody Like That,Tenille Arts
2021-03-27,68,La Noche de Anoche,Bad Bunny 
2021-03-27,69,The Business,Tiesto
2021-03-27,70,On The Ground,ROSE
2021-03-27,71,Masterpiece,DaBaby
2021-03-27,72,Girl Like Me,Black Eyed Peas 
2021-03-27,73,Almost Maybes,Jordan Davis
2021-03-27,74,Quicksand,Morray
2021-03-27,75,Pick Up Your Feelings,Jazmine Sullivan
2021-03-27,76,Breaking Up Was Easy In The 90's,Sam Hunt
2021-03-27,77,Made For You,Jake Owen
2021-03-27,78,You Got It,VEDO
2021-03-27,79,Lost,NF 
2021-03-27,80,Sand In My Boots,Morgan Wallen
2021-03-27,81,Beers And Sunshine,Darius Rucker
2021-03-27,82,One Too Many,Keith Urban Duet With P!nk
2021-03-27,83,Follow You,Imagine Dragons
2021-03-27,84,Baila Conmigo,Selena Gomez With Rauw Alejandro
2021-03-27,85,Nobody,Dylan Scott
2021-03-27,86,Glad You Exist,Dan + Shay
2021-03-27,87,Like I Want You,Giveon
2021-03-27,88,Daywalker!,Machine Gun Kelly 
2021-03-27,89,Hello,Pop Smoke 
2021-03-27,90,Settling Down,Miranda Lambert
2021-03-27,91,Bandido,Myke Towers 
2021-03-27,92,Neighbors,Pooh Shiesty 
2021-03-27,93,Drankin N Smokin,Future 
2021-03-27,94,Hellcats & Trackhawks,Lil Durk
2021-03-27,95,Opp Stoppa,YBN Nahmir 
2021-03-27,96,Still Trappin',Lil Durk 
2021-03-27,97,Finesse Out The Gang Way,Lil Durk 
2021-03-27,98,Gone,Dierks Bentley
2021-03-27,99,Lil Bit,Nelly 
2021-03-27,100,Undivided,Tim McGraw 
2021-04-03,1,Peaches,Justin Bieber 
2021-04-03,2,Up,Cardi B
2021-04-03,3,Leave The Door Open,Silk Sonic (Bruno Mars 
2021-04-03,4,Drivers License,Olivia Rodrigo
2021-04-03,5,Save Your Tears,The Weeknd
2021-04-03,6,Blinding Lights,The Weeknd
2021-04-03,7,Levitating,Dua Lipa 
2021-04-03,8,What's Next,Drake
2021-04-03,9,What You Know Bout Love,Pop Smoke
2021-04-03,10,Mood,24kGoldn 
2021-04-03,11,34+35,Ariana Grande
2021-04-03,12,Go Crazy,Chris Brown 
2021-04-03,13,Back In Blood,Pooh Shiesty 
2021-04-03,14,Calling My Phone,Lil Tjay 
2021-04-03,15,Therefore I Am,Billie Eilish
2021-04-03,16,Anyone,Justin Bieber
2021-04-03,17,Astronaut In The Ocean,Masked Wolf
2021-04-03,18,You're Mines Still,Yung Bleu 
2021-04-03,19,Wants And Needs,Drake 
2021-04-03,20,Hold On,Justin Bieber
2021-04-03,21,Positions,Ariana Grande
2021-04-03,22,You Broke Me First.,Tate McRae
2021-04-03,23,Beat Box,SpotemGottem 
2021-04-03,24,Best Friend,Saweetie 
2021-04-03,25,On Me,Lil Baby
2021-04-03,26,Dynamite,BTS
2021-04-03,27,Streets,Doja Cat
2021-04-03,28,Dakiti,Bad Bunny 
2021-04-03,29,Heartbreak Anniversary,Giveon
2021-04-03,30,No More Parties,Coi Leray 
2021-04-03,31,My Ex's Best Friend,Machine Gun Kelly 
2021-04-03,32,Street Runner,Rod Wave
2021-04-03,33,For The Night,Pop Smoke 
2021-04-03,34,Good Days,SZA
2021-04-03,35,What's Your Country Song,Thomas Rhett
2021-04-03,36,Without You,The Kid LAROI
2021-04-03,37,The Good Ones,Gabby Barrett
2021-04-03,38,Whoopty,CJ
2021-04-03,39,Put Your Records On,Ritt Momney
2021-04-03,40,Beautiful Mistakes,Maroon 5 
2021-04-03,41,Starting Over,Chris Stapleton
2021-04-03,42,Headshot,"Lil Tjay, Polo G "
2021-04-03,43,As I Am,Justin Bieber 
2021-04-03,44,Telepatia,Kali Uchis
2021-04-03,45,Cry Baby,Megan Thee Stallion 
2021-04-03,46,Just The Way,Parmalee 
2021-04-03,47,Better Together,Luke Combs
2021-04-03,48,My Head And My Heart,Ava Ma
2021-04-03,49,Good Time,Niko Moon
2021-04-03,50,Willow,Taylor Swift
2021-04-03,51,We're Good,Dua Lipa
2021-04-03,52,Lady,Brett Young
2021-04-03,53,Track Star,Mooski
2021-04-03,54,Long Live,Florida Georgia Line
2021-04-03,55,Time Today,Moneybagg Yo
2021-04-03,56,Lemon Pepper Freestyle,Drake 
2021-04-03,57,Heat Waves,Glass Animals
2021-04-03,58,Damage,H.E.R.
2021-04-03,59,Goosebumps,Travis Scott 
2021-04-03,60,Down To One,Luke Bryan
2021-04-03,61,Forever After All,Luke Combs
2021-04-03,62,Unstable,Justin Bieber 
2021-04-03,63,Momma's House,Dustin Lynch
2021-04-03,64,Off My Face,Justin Bieber
2021-04-03,65,Hell Of A View,Eric Church
2021-04-03,66,Ghost,Justin Bieber
2021-04-03,67,Somebody Like That,Tenille Arts
2021-04-03,68,2 Much,Justin Bieber
2021-04-03,69,Real As It Gets,Lil Baby 
2021-04-03,70,Monsters,All Time Low 
2021-04-03,71,Body,Megan Thee Stallion
2021-04-03,72,Buss It,Erica Banks
2021-04-03,73,La Noche de Anoche,Bad Bunny 
2021-04-03,74,Masterpiece,DaBaby
2021-04-03,75,The Business,Tiesto
2021-04-03,76,Deserve You,Justin Bieber
2021-04-03,77,Wasted On You,Morgan Wallen
2021-04-03,78,Made For You,Jake Owen
2021-04-03,79,Breaking Up Was Easy In The 90's,Sam Hunt
2021-04-03,80,Quicksand,Morray
2021-04-03,81,Die For You,Justin Bieber 
2021-04-03,82,Tombstone,Rod Wave
2021-04-03,83,Pick Up Your Feelings,Jazmine Sullivan
2021-04-03,84,Love You Different,Justin Bieber 
2021-04-03,85,Glad You Exist,Dan + Shay
2021-04-03,86,Almost Maybes,Jordan Davis
2021-04-03,87,Loved By You,Justin Bieber 
2021-04-03,88,You Got It,VEDO
2021-04-03,89,Girl Like Me,Black Eyed Peas 
2021-04-03,90,One Too Many,Keith Urban Duet With P!nk
2021-04-03,91,Somebody,Justin Bieber
2021-04-03,92,Hello,Pop Smoke 
2021-04-03,93,Nobody,Dylan Scott
2021-04-03,94,Famous Friends,Chris Young + Kane Brown
2021-04-03,95,Settling Down,Miranda Lambert
2021-04-03,96,Sand In My Boots,Morgan Wallen
2021-04-03,97,Neighbors,Pooh Shiesty 
2021-04-03,98,Bandido,Myke Towers 
2021-04-03,99,Drankin N Smokin,Future 
2021-04-03,100,Beers And Sunshine,Darius Rucker
2021-04-10,1,Montero (Call Me By Your Name),Lil Nas 
2021-04-10,2,Peaches,Justin Bieber 
2021-04-10,3,Leave The Door Open,Silk Sonic (Bruno Mars 
2021-04-10,4,Up,Cardi B
2021-04-10,5,Drivers License,Olivia Rodrigo
2021-04-10,6,Save Your Tears,The Weeknd
2021-04-10,7,Levitating,Dua Lipa 
2021-04-10,8,Blinding Lights,The Weeknd
2021-04-10,9,Mood,24kGoldn 
2021-04-10,10,What You Know Bout Love,Pop Smoke
2021-04-10,11,Tombstone,Rod Wave
2021-04-10,12,Astronaut In The Ocean,Masked Wolf
2021-04-10,13,What's Next,Drake
2021-04-10,14,34+35,Ariana Grande
2021-04-10,15,Go Crazy,Chris Brown 
2021-04-10,16,Street Runner,Rod Wave
2021-04-10,17,Best Friend,Saweetie 
2021-04-10,18,Calling My Phone,Lil Tjay 
2021-04-10,19,Therefore I Am,Billie Eilish
2021-04-10,20,Back In Blood,Pooh Shiesty 
2021-04-10,21,You Broke Me First.,Tate McRae
2021-04-10,22,Richer,Rod Wave 
2021-04-10,23,You're Mines Still,Yung Bleu 
2021-04-10,24,Beat Box,SpotemGottem 
2021-04-10,25,Positions,Ariana Grande
2021-04-10,26,On Me,Lil Baby
2021-04-10,27,Dakiti,Bad Bunny 
2021-04-10,28,Heartbreak Anniversary,Giveon
2021-04-10,29,My Ex's Best Friend,Machine Gun Kelly 
2021-04-10,30,Dynamite,BTS
2021-04-10,31,Without You,The Kid LAROI
2021-04-10,32,The Good Ones,Gabby Barrett
2021-04-10,33,Beautiful Mistakes,Maroon 5 
2021-04-10,34,Wants And Needs,Drake 
2021-04-10,35,Streets,Doja Cat
2021-04-10,36,Anyone,Justin Bieber
2021-04-10,37,For The Night,Pop Smoke 
2021-04-10,38,Whoopty,CJ
2021-04-10,39,No More Parties,Coi Leray 
